
 -755,-3403,249


 -1140,-2921,246


 -406,130,-563


 -62,2153,-702


 -725,-1902,117


 -102,-2666,446


 -128,-115,478


 -122,1179,-303


 1823,899,-659


 -273,-1938,1


 -232,600,790


 17,1472,65


 -693,-1386,-41


 480,-2330,183


 229,-2967,304


 263,-1704,690


 -1100,-2050,1752


 625,-80,644


 81,-1027,357


 47,2409,-443


 874,312,-1


 739,835,129


 -111,1707,-926


 333,2700,-1332


 -3931,-3748,1743


 565,-1758,563


 631,-1655,790


 -350,-2395,617


 -402,-442,1080


 28,-741,-550


 156,1674,-778


 99,2662,-572


 1,2508,-501


 623,2035,-497


 610,148,485


 208,-170,672


 314,-1564,643


 179,-716,-149


 674,-1103,359


 596,-816,135


 -218,-204,-260


 -617,1959,-102


 -392,-6,19


 -665,-71,852


 126,1199,-206


 -120,-218,-116


 745,-296,-1341


 169,-521,211


 -7,-280,471


 280,941,43


 323,911,93


 156,288,67


 -12,323,123


 -93,269,47


 86,190,-56


 602,82,-556


 1062,-3135,665


 -961,-844,717


 -238,-943,-551


 467,4815,-195


 -1307,4065,-528


 -672,2430,-51


 -49,1031,-727


 -286,1708,585


 877,-4713,845


 136,-4031,554


 1153,-4184,1038


 1132,-2668,445


 886,-3570,313


 -587,1667,-546


 -537,1768,20


 -1575,4194,-1217


 -837,2146,-454


 -2807,3576,-16


 -1498,4209,643


 -1558,5806,-475


 -832,5878,-412


 -936,7702,-585


 -1454,4867,-759


 -655,6322,228


 555,1419,209


 50,-1661,1433


 110,150,951


 -468,1461,-1532


 -379,-622,-781


 -196,-3514,975


 -108,-130,-36


 -873,1674,247


 -767,2437,325


 1014,-584,-624


 25,-2125,1191


 -583,2379,-183


 -471,1094,209


 -206,-1766,1255


 -139,-2090,-190


 -67,2048,-1232


 -685,1132,-582


 774,-1928,697


 -150,1153,-291


 -206,614,467


 440,-610,668


 111,466,331


 -566,1193,202


 315,579,290


 284,-958,542


 -241,1420,-290


 -350,1217,-837


 -352,906,-979


 -94,-403,618


 -824,-1856,1373


 319,226,512


 -718,1579,-628


 -442,-1577,44


 -620,656,43


 -671,1097,312


 396,-3000,628


 304,184,364


 -326,1642,47


 135,8,-330


 496,-3268,309


 -274,1882,-821


 -494,2530,330


 -612,-950,894


 229,-542,533


 353,1999,203


 119,1132,-220


 -63,-1653,550


 32,610,-320


 -568,787,11


 243,-113,334


 -272,-192,-440


 -238,-614,-160


 106,-732,314


 201,-413,-134


 -385,2462,-1017


 -294,3,-429


 670,-936,501


 -151,-3330,1821


 -471,584,155


 -75,-2214,464


 -71,-619,628


 359,1521,484


 -6,2135,-556


 -704,-1170,-247


 368,-2548,274


 -572,2206,-194


 -416,1890,-398


 989,-534,476


 -384,1114,-357


 -98,-930,-106


 1062,-2088,256


 17,1836,-323


 -495,839,182


 693,-2565,920


 -1106,468,803


 -549,1055,469


 746,-1227,-277


 19,-390,275


 -747,1029,-263


 34,-1385,1151


 395,638,1149


 -254,408,-733


 -1047,2507,-527


 333,-12,1564


 724,-1049,1130


 20,-879,-192


 -1047,2272,-466


 513,-1755,1239


 265,-39,274


 -1040,1186,-405


 308,-1471,953


 475,-310,651


 -550,1534,-263


 -166,-920,510


 731,-266,241


 -507,1192,-8


 10,708,87


 550,134,724


 56,-942,-429


 -920,672,-675


 1088,226,1382


 -840,1359,-106


 -629,138,431


 858,-459,-405


 -290,515,201


 -679,1025,-183


 1021,-333,172


 -160,112,288


 -718,334,-178


 747,-1068,1223


 342,56,620


 -815,-48,-1598


 -115,141,-299


 -448,-1581,917


 59,1747,726


 293,-617,-76


 -387,-34,-327


 381,-454,-480


 -1064,1032,382


 400,-159,1476


 -226,64,-188


 5,-369,-118


 -300,-402,-119


 -864,284,998


 -1394,211,1063


 -485,727,360


 156,-827,-663


 -197,1831,1935


 -806,719,75


 -410,1031,1318


 478,-717,-470


 474,-1281,-3058


 596,54,-1114


 -1247,2175,2652


 -303,-551,1880


 24,648,299


 298,-377,403


 292,313,-980


 -89,111,-1820


 -527,592,555


 -657,623,936


 -189,541,579


 -20,77,541


 -487,601,-259


 366,143,-1231


 427,159,-1056


 -366,388,1843


 -1140,269,683


 2042,-1290,-428


 72,-339,1255


 -250,850,-61


 825,-1343,-488


 -268,59,-466


 -1524,396,-667


 141,485,-859


 423,-87,996


 1036,-69,952


 254,188,-39


 -1427,249,-528


 -718,265,-790


 57,260,733


 1515,-43,666


 1281,-163,155


 -424,-210,-106


 -540,110,-326


 -26,92,155


 673,-166,654


 800,24,767


 -2252,3072,-212


 -1013,2242,222


 359,-707,-500


 1025,-1229,-99


 145,-602,-476


 -228,-422,-476


 -1017,1761,100


 -2372,2357,597


 -1840,2375,1505


 3028,-1603,-755


 2729,-1781,-376


 1768,-589,922


 -414,526,813


 -1003,2803,1739


 -2288,3906,925


 -1288,1985,1285


 474,-707,371


 -236,-240,-302


 922,-1949,362


 -645,283,163


 -1051,2874,910


 -461,735,26


 -249,-1134,-879


 1197,-407,-125


 -2152,2594,-149


 417,-50,-929


 112,482,1101


 548,392,479


 -146,-663,-863


 449,-101,1119


 -859,478,-620


 -201,504,-43


 387,-420,903


 1063,-1854,-985


 -2585,3051,516


 958,-1581,-111


 -689,1632,2568


 878,-799,-731


 764,-2279,362


 -81,521,1768


 -1153,2664,-802


 401,-1791,-1035


 556,-1595,1078


 -1800,3932,166


 249,-2305,-1481


 11,-908,1028


 -866,2805,1906


 -502,753,-485


 1009,143,-375


 498,-1437,-1028


 -397,439,-201


 -570,1290,2793


 444,-264,-1201


 -118,1348,1038


 -776,-1723,-2912


 -319,1188,1871


 -581,1195,1749


 192,-728,-625


 1305,-2021,645


 -945,335,-538


 -798,237,46


 1359,-1844,-503


 -1608,2895,225


 -1606,2063,-500


 599,-1024,-177


 2747,-3038,-192


 2747,-2965,-436


 2659,-3140,-273


 2578,-3362,-291


 1626,-2682,1


 978,-1440,143


 1276,-2080,-86


 -1494,2770,583


 -1187,2661,291


 1269,-1176,183


 -666,1744,669


 -1768,1682,280


 -644,1043,282


 1251,-1013,42


 1443,-2928,-994


 2188,-2906,-353


 -2022,4422,1229


 -1034,1939,809


 944,-617,272


 1459,-2909,186


 929,-2424,119


 -1187,1618,639


 -1583,2849,-264


 443,181,50


 562,-1377,-13


 151,-1336,97


 -1460,3310,195


 -162,1045,12


 311,-1137,-408


 1420,-2947,-184


 -1189,1160,-318


 -2627,4153,-354


 1129,-1649,375


 1582,-753,493


 -605,1949,1277


 775,1099,1884


 -1689,1109,-1722


 2662,-1975,-1506


 -1136,1281,799


 -410,-802,2180


 288,449,2048


 -264,887,-3675


 2365,-1529,66


 -92,456,1059


 -441,1065,1413


 -109,-480,-1941


 712,-1742,-12


 -1731,1797,291


 -1889,1451,2209


 623,2993,2016


 -624,-756,-222


 -2024,84,-1466


 245,-1019,-1410


 1469,-416,-428


 33,792,803


 -329,594,1989


 -95,505,126


 -788,232,-10


 -16,-1031,124


 -2872,2620,231


 562,-1496,486


 1896,1156,180


 996,779,-1029


 419,-616,-574


 -282,455,137


 -539,415,-279


 399,-1112,-832


 491,-1846,-240


 220,-911,284


 -190,-144,86


 -554,2089,416


 -837,2874,737


 -147,313,29


 481,-1649,-417


 745,-2300,-577


 -238,-65,81


 -943,2955,797


 393,-191,543


 576,-1564,124


 71,307,56


 -980,3252,457


 445,-1085,-505


 254,-1830,-871


 -509,85,281


 -1026,3361,1029


 -1542,3663,667


 882,-1646,-361


 816,-616,-433


 -318,363,-641


 870,-2338,-401


 -1338,3931,1438


 1176,-1314,-106


 -1364,2977,400


 750,-1400,-776


 -891,1229,955


 394,-242,-787


 1127,-1750,-314


 -1140,2258,69


 684,-679,-209


 -669,1534,725


 798,-1518,-936


 -544,1046,1200


 597,-1300,-707


 -362,685,903


 -12,401,-436


 -175,833,414


 67,-507,-242


 264,-395,-779


 386,-565,-195


 -1018,1693,846


 232,590,609


 394,500,540


 -637,-996,-834


 192,-1416,-398


 -610,725,537


 68,-141,361


 210,359,669


 -599,844,-565


 1108,-2715,-237


 -1270,2554,10


 326,-1181,-195


 269,-1377,-296


 -1937,4277,432


 643,-1067,-75


 1799,-2752,-321


 -732,1107,304


 277,1232,-950


 1425,-2458,81


 -652,-900,807


 -962,2412,1051


 406,-1533,-62


 718,-1632,-256


 -2961,2951,217

