
 21,-269,-459


 414,-638,692


 408,-2303,-1157


 -253,1881,659


 373,-1609,-671


 331,-1360,-299


 -14,603,239


 224,-1302,-6


 71,570,510


 34,-291,-268


 139,-2049,-534


 160,418,-188


 426,231,480


 655,-1322,-831


 -219,238,663


 533,-755,-445


 32,-538,-322


 237,-1504,-144


 169,646,-58


 -83,-172,-66


 -83,-971,-124


 153,-368,115


 175,395,133


 279,-927,-183


 -238,977,373


 141,-540,766


 425,-1417,93


 217,-1254,-81


 316,73,76


 197,536,-63


 174,-1806,-40


 477,-1521,-187


 -84,888,35


 354,-1083,-681


 542,-1768,-572


 213,-193,340


 -274,1180,580


 562,-1624,-376


 361,-1039,-276


 -97,1304,668


 485,-1019,16


 178,-1613,123


 32,482,114


 394,-617,60


 166,-949,-40


 288,-1060,-20


 443,401,-13


 199,-1238,-164


 197,-876,-220


 180,1006,14


 158,-838,-293


 227,-1813,-420


 315,-1091,14


 -377,1955,116


 45,-462,-463


 517,-1337,-482


 497,-1671,-220


 116,-295,200


 316,89,68


 394,-650,-2


 230,-1273,-130


 267,-321,-198


 228,636,171


 41,-514,125


 234,-1865,-54


 388,239,51


 343,232,13


 370,-707,654


 107,-547,-28


 609,-1223,-857


 -256,456,612


 457,-997,338


 193,-339,28


 612,-641,-259


 -44,-587,-796


 226,-376,772


 643,-590,-1314


 154,-725,443


 312,-276,-175


 469,-1002,307


 51,462,22


 13,773,411


 573,-1571,36


 299,-1046,-283


 142,-479,372


 467,-680,278


 235,-67,-27


 183,-589,-597


 70,-468,181


 -7,-347,-221


 300,-563,-134


 276,-334,4


 -182,1094,587


 57,485,283


 97,-608,88


 314,-1356,60


 193,-1063,58


 36,-1297,-54


 238,-1336,70


 481,-1709,109


 389,-301,-926


 199,-226,-187


 -159,-325,920


 108,-416,831


 113,-139,-152


 553,-470,-1008


 59,-350,-7


 24,-502,1039


 224,-922,215


 101,-207,53


 993,-337,-659


 478,-598,-991


 -136,-308,780


 190,-1073,324


 111,-701,590


 772,-1984,11


 27,-1289,-93


 375,-381,174


 195,66,-36


 185,-509,-70


 28,-327,-88


 269,-574,-23


 367,-527,-303


 165,-448,14


 201,-550,290


 304,-580,-2


 439,-621,-507


 129,-251,2


 144,-295,171


 167,-367,-457


 373,-192,-989


 114,-755,462


 271,-137,-343


 290,-731,-730


 126,-427,-99


 162,-628,694


 258,-480,47


 140,-327,-465


 182,-639,202


 128,-373,619


 333,-778,7


 443,-575,-644


 118,-635,395


 114,-36,140


 41,-1025,-453


 -251,2515,614


 360,-954,-96


 265,-2005,-109


 409,-203,-195


 370,538,234


 314,-668,-355


 23,-1550,-467


 416,-2170,59


 460,-484,825


 186,1219,-508


 236,778,-308


 -86,369,-79


 319,-1731,294


 443,-2580,363


 111,-1770,302


 174,442,560


 204,660,242


 119,-947,307


 371,-2526,96


 165,-594,-111


 430,933,-345


 484,537,-177


 136,-1260,69


 -126,-1545,-28


 230,888,-161


 454,459,-79


 116,-886,-144


 -180,-1445,-105


 198,-1674,299


 201,580,-119


 350,825,-298


 243,-10,-127


 274,-973,-358


 181,-1084,-375


 202,-1322,-139


 359,-1337,117


 307,-678,-47


 -137,578,-563


 229,571,-530


 -292,876,-266


 -195,52,99


 218,-1099,285


 515,-2160,284


 192,-741,101


 509,991,128


 291,677,-382


 493,-907,593


 182,-1847,455


 -153,-1057,-48


 239,-1124,118


 389,-921,-37


 691,-62,-523


 572,590,-834


 270,-323,-55


 185,-181,-219


 230,-1254,78


 -118,-1384,-218


 -397,-939,-269


 -1556,1465,-320


 143,-294,489


 28,436,324


 374,-771,-154


 218,-1181,49


 240,-1130,127


 233,37,-495


 -39,-445,378


 212,138,130


 436,-596,-568


 164,-624,336


 149,-450,114


 277,-692,-553


 -27,-416,290


 221,-431,254


