
 -171,-422,-712


 -134,52,-454


 1,-68,407


 -436,-932,-593


 127,393,61


 -19,72,365


 41,-72,-28


 510,-660,-1059


 149,-707,-618


 -303,927,344


 12,117,-204


 -127,-130,-11


 78,225,195


 90,-447,-620


 207,-929,-630


 -111,81,-56


 31,46,-261


 -1,-116,-159


 -80,-334,-17


 8,-810,-480


 -120,-138,-321


 -116,-1077,-302


 4,1150,-77


 -90,-1199,-546


 24,-477,-188


 21,74,-39


 -13,-196,-513


 -105,-1356,-745


 -198,1054,657


 132,-425,-751


 -96,-569,-216


 -109,792,608


 -17,-59,-973


 -14,-148,67


 -150,131,344


 -201,-916,-429


 -40,-489,-855


 -284,641,530


 5,-127,-28


 264,-127,376


 -119,49,-491


 269,-313,-1552


 -246,-7,204


 226,-663,200


 131,-321,-129


 -133,193,-243


 104,178,-1408


 -64,-497,-1010


 -200,63,975


 262,-933,-776

